"track_name","artist(s)_name","artist_count","in_spotify_playlists","in_spotify_charts","streams","in_apple_playlists","in_deezer_charts","bpm","danceability_%","valence_%","energy_%","acousticness_%","instrumentalness_%","liveness_%","speechiness_%"
"Father Time (feat. Sampha)","Kendrick Lamar, Sampha","2","3107","0","127309180","4","0","153","55","50","78","19","0","11","35"
"Yo No Soy Celoso","Bad Bunny","1","1179","0","313113297","7","0","142","87","93","59","28","0","17","5"
"Rich Spirit","Kendrick Lamar","1","3486","0","173702135","20","0","96","85","41","43","39","0","12","21"
"Cooped Up (with Roddy Ricch)","Post Malone, Roddy Ricch","2","2942","0","271666301","42","0","125","50","39","78","4","0","11","33"
"Me Fui de Vacaciones","Bad Bunny","1","1443","0","305650299","9","1","85","71","43","65","23","0","9","5"
"Silent Hill","Kendrick Lamar, Kodak Black","2","3028","0","123216717","22","0","140","92","78","57","46","0","14","9"
"La Corriente","Tony Dize, Bad Bunny","2","1796","8","479655659","8","1","196","66","58","79","23","0","22","20"
"Count Me Out","Kendrick Lamar","1","2729","0","126191104","3","0","134","78","51","43","69","0","14","9"
"Andrea","Buscabulla, Bad Bunny","2","1195","0","344055883","8","1","103","80","45","62","76","0","10","38"
"Dos Mil 16","Bad Bunny","1","892","3","338422004","10","0","130","82","50","67","12","0","13","5"
"We Cry Together","Kendrick Lamar, Taylour Paige","2","1635","0","68895644","4","0","108","65","52","69","31","0","8","36"
"Savior","Kendrick Lamar, Sam Dew, Baby Keem","3","2291","0","86176890","9","0","123","61","66","71","53","0","32","46"
"Un Coco","Bad Bunny","1","1029","28","403231558","5","0","152","84","74","69","21","0","18","6"
"Otro Atardecer","Bad Bunny, The Mar��","2","1681","7","319546754","10","0","108","78","55","60","59","0","7","4"
"Worldwide Steppers","Kendrick Lamar","1","1480","0","61739839","1","0","72","56","56","47","76","0","8","36"
"Aguacero","Bad Bunny","1","829","0","283359161","4","0","121","86","67","65","42","0","35","7"
"Purple Hearts","Kendrick Lamar, Ghostface Killah, Summer Walker","3","2308","0","76831876","7","0","138","57","71","82","19","0","15","29"
"Un Verano Sin Ti","Bad Bunny","1","1004","1","283332261","8","0","188","50","41","50","69","0","12","6"
"ULTRA SOLO","Polima WestCoast, Pailita","2","1367","0","307752576","48","1","110","80","26","85","23","0","11","21"
"Ens����ame","Bad Bunny","1","1112","3","279737940","7","0","105","81","77","79","19","0","47","8"
"El Apag�","Bad Bunny","1","1209","0","212351890","9","0","118","63","60","70","5","0","9","31"
"Callaita","Bad Bunny, Tainy","2","9539","15","1304313953","162","7","176","61","24","62","60","0","24","31"
"Dua Lipa","Jack Harlow","1","1992","0","150500965","35","0","158","83","41","65","0","10","11","8"
"Agosto","Bad Bunny","1","897","0","246127838","6","0","115","85","72","58","9","0","49","12"
"House Of Memories","Panic! At The Disco","1","2948","0","582863434","10","0","110","51","48","82","0","0","5","3"
"Mr. Morale","Kendrick Lamar, Tanna Leone","2","1860","0","58687425","1","0","174","73","26","54","30","0","34","32"
"That That (prod. & feat. SUGA of BTS)","PSY, Suga","2","802","0","212109195","16","0","130","91","91","96","3","0","3","9"
"In The Stars","Benson Boone","1","2224","8","382199619","48","1","78","36","30","54","34","0","14","5"
"Rich - Interlude","Kendrick Lamar","1","1103","0","41210087","0","0","104","44","74","42","88","0","9","9"
"SUPERMODEL","M��ne","1","2265","0","231657891","93","11","121","64","80","88","0","0","12","6"
"Stefania (Kalush Orchestra)","KALUSH","1","555","0","53729194","10","0","105","83","32","82","14","0","12","4"
"Thousand Miles","The Kid Laroi","1","2050","0","244741137","52","0","81","38","20","66","9","0","9","8"
"Crown","Kendrick Lamar","1","1493","0","42485571","2","0","170","37","14","24","80","0","11","4"
"Auntie Diaries","Kendrick Lamar","1","1545","0","37778188","1","0","78","43","60","38","76","1","48","38"
"PUFFIN ON ZOOTIEZ","Future","1","2350","0","254218729","28","0","125","88","28","66","6","0","13","31"
"Mirror","Kendrick Lamar","1","1929","0","53603447","2","0","92","66","29","65","23","0","8","7"
"Beautiful Girl","Luciano","1","710","4","160035717","16","0","140","84","61","42","31","0","9","9"
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra","2","928","0","164163229","19","0","96","61","32","90","25","0","10","9"
"Savior - Interlude","Kendrick Lamar","1","1194","0","37091576","0","0","118","66","83","43","84","0","19","19"
"Pasoori","Shae Gill, Ali Sethi","2","349","6","284249832","10","0","92","71","67","60","7","0","6","4"
"Mother I Sober (feat. Beth Gibbons of Portishead)","Kendrick Lamar, Beth Gibbons","2","1890","0","33381454","3","0","140","49","50","37","87","0","11","35"
"TUS L��GR","Sech, Mora","2","1308","2","184622518","23","0","174","68","45","71","18","0","11","25"
"Where Did You Go?","MNEK, Jax Jones","2","4531","0","300983101","135","1","127","77","53","78","19","0","29","4"
"I Tried to Tell Y'all","Ugly Dray, Tesla Jnr","2","1657","0","121077868","15","0","96","71","37","52","62","0","11","36"
"Honest (feat. Don Toliver)","Justin Bieber, Don Toliver","2","1351","0","106919680","26","0","150","82","82","66","13","0","11","6"
"ZOOM","Jessi","1","608","0","136996305","5","0","100","87","46","60","1","0","13","16"
"SloMo","Chanel","1","1211","0","65719930","31","0","105","73","59","81","13","0","9","6"
"FEARLESS","LE SSERAFIM","1","629","0","229497852","18","0","104","86","43","62","5","0","13","14"
"10 Things I Hate About You","Leah Kate","1","1301","0","185550869","23","0","154","54","45","79","1","0","17","5"
"SPACE MAN","Sam Ryder","1","1329","0","54682594","42","0","80","47","33","83","18","0","10","5"
"With you","HA SUNG WOON, Jimin","2","343","2","240580042","4","1","150","53","14","43","64","0","13","3"
"Iris","The Goo Goo Dolls","1","13101","9","1284942608","137","0","156","32","49","72","0","0","9","4"
"The Heart Part 5","Kendrick Lamar","1","2939","0","71423324","29","0","98","76","79","81","18","0","6","34"
"San Lucas","Kevin Kaarl","1","407","1","244891912","5","0","92","58","27","36","86","0","9","3"
"This Love (Taylor���s Ve","Taylor Swift","1","1492","0","132171975","26","0","144","47","7","50","32","0","7","4"
"Good Looking","Suki Waterhouse","1","2264","0","184706613","11","0","150","37","27","56","8","0","13","3"
"Flowers","Lauren Spencer Smith","1","801","0","184826429","42","1","138","70","31","44","84","0","9","39"
"Yet To Come","BTS","1","829","0","302006641","32","0","172","56","68","89","4","0","33","19"
"Run BTS","BTS","1","736","0","330881149","5","0","77","72","70","82","2","0","4","17"
"Music For a Sushi Restaurant","Harry Styles","1","4449","1","334733572","80","0","107","72","36","72","26","6","11","4"
"Matilda","Harry Styles","1","3218","3","366214458","29","0","114","51","39","29","90","0","10","4"
"For Youth","BTS","1","327","0","114546317","5","0","117","63","29","51","43","0","25","4"
"Daylight","Harry Styles","1","2775","0","290833204","21","0","146","69","63","45","48","0","18","4"
"Vegas (From the Original Motion Picture Soundtrack ELVIS)","Doja Cat","1","4576","0","448500832","79","0","160","80","74","60","8","0","14","26"
"Cash In Cash Out","Pharrell Williams, Tyler, The Creator, 21 Savage","4","2313","0","136676504","34","0","120","88","15","56","1","0","8","6"
"Potion (with Dua Lipa & Young Thug)","Calvin Harris, Dua Lipa, Young Thug","3","3983","0","190625045","73","0","100","82","76","70","16","0","8","5"
"Born Singer","BTS","1","279","0","79095270","0","0","158","60","68","84","4","0","24","11"
"Little Freak","Harry Styles","1","2302","0","273194684","20","0","142","56","40","54","72","0","10","4"
"La Llevo Al Cielo (Ft. ��engo F","Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone","4","3559","3","333146475","36","0","170","80","77","85","11","0","17","14"
"True Love","Kanye West, XXXTENTACION","2","2129","0","194902696","23","1","84","71","39","86","2","0","51","25"
"Satellite","Harry Styles","1","3291","5","311482393","43","0","139","58","30","46","14","0","9","3"
"Pass The Dutchie","Musical Youth","1","5328","0","195918494","54","0","151","73","88","67","20","0","32","5"
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano","2","1401","0","248511839","26","0","128","82","42","75","6","0","63","6"
"Love Of My Life","Harry Styles","1","1933","0","233671263","13","0","118","56","20","54","67","0","6","5"
"Grapejuice","Harry Styles","1","1986","0","199587884","7","0","183","65","88","72","36","14","20","3"
"So Good","Halsey","1","1057","0","91781263","51","0","83","63","29","62","4","0","18","4"
"Belly Dancer","BYOR, Imanbek","2","5115","13","383835984","109","1","122","85","42","80","6","0","17","14"
"Keep Driving","Harry Styles","1","2094","1","236060709","8","0","165","72","90","48","32","0","18","23"
"Cinema","Harry Styles","1","2171","0","189236868","18","0","106","83","90","64","35","5","9","4"
"Die Young (feat. 347aidan)","Sleepy hallow, 347aidan","2","896","0","160845341","19","0","77","81","68","58","83","0","11","34"
"Only Love Can Hurt Like This","Paloma Faith","1","5148","0","588955257","90","0","91","57","30","89","10","0","33","8"
"Hold My Hand","Lady Gaga","1","2528","0","238350348","63","2","148","51","21","63","5","0","41","3"
"Daydreaming","Harry Styles","1","1900","1","187703102","15","0","114","71","90","81","31","2","13","3"
"Numb","Marshmello, Khalid","2","3879","2","295307001","107","1","120","91","63","77","12","1","10","5"
"Nos Comemos (feat. Ozuna)","Ozuna, Tiago pzk","2","896","0","138334433","0","0","92","83","56","82","10","0","9","5"
"Me and Your Mama","Childish Gambino","1","8775","0","445590495","33","1","118","56","25","45","1","3","7","3"
"Crazy What Love Can Do","David Guetta, Ella Henderson, Becky Hill","3","5290","0","286739476","139","0","123","60","46","71","3","0","16","4"
"SLOW DANCING IN THE DARK","Joji","1","10211","0","1122364376","38","0","89","52","28","48","54","1","19","3"
"Antes de Perderte","Duki","1","584","8","157136970","12","0","110","81","61","93","49","0","12","11"
"Boyfriends","Harry Styles","1","1517","0","137070925","26","0","118","42","32","20","94","0","11","4"
"295","Sidhu Moose Wala","1","246","4","183273246","4","0","90","68","54","76","21","0","11","20"
"Tak Ingin Usai","Keisya Levronka","1","220","4","184807630","16","0","130","49","14","40","82","0","11","3"
"En El Radio Un Cochinero","Victor Cibrian","1","514","0","164856284","5","0","154","70","97","62","47","0","10","4"
"Master of Puppets (Remastered)","Metallica","1","6080","0","704171068","112","1","105","54","59","83","0","44","20","4"
"BREAK MY SOUL","Beyonc�","1","9724","0","354614964","222","14","115","70","87","88","4","0","26","8"
"ULTRA SOLO REMIX","De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita","5","2341","0","279717388","37","2","110","91","59","82","8","0","6","8"
"Massive","Drake","1","5263","0","195628667","66","0","125","51","5","68","12","2","15","6"
"Betty (Get Money)","Yung Gravy","1","2402","0","221752937","45","0","102","73","62","75","0","0","34","8"
"Ojos Marrones","Lasso","1","795","11","263280370","26","1","120","81","72","65","4","0","14","4"
"POP!","Nayeon","1","571","0","213505179","19","0","97","80","36","86","4","0","3","5"
"Layla","Sch��rze, DJ R","2","832","3","130419412","18","1","140","44","41","92","0","0","44","7"
"MORE","j-hope","1","565","0","155795783","6","0","97","78","31","72","1","0","11","4"
"Sweet Child O' Mine","Guns N' Roses","1","41231","1","1553497987","228","3","125","45","67","90","9","11","10","5"
"Last Last","Burna Boy","1","4526","12","293466523","156","3","88","80","55","56","13","0","8","9"
"SNAP","Rosa Linn","1","1818","0","711366595","3","0","170","56","52","64","11","0","45","7"
"Sticky","Drake","1","2814","0","191448892","38","0","137","88","8","49","9","0","9","14"
"Hot Shit (feat. Ye & Lil Durk)","Kanye West, Lil Durk, Cardi B","3","1601","0","85924992","11","0","157","88","52","69","0","0","8","23"
"Ai Preto","L7nnon, DJ Biel do Furduncinho, Bianca","3","894","4","176103902","28","0","130","95","83","57","54","0","10","25"
"La Loto","Anitta, Tini, Becky G","3","945","0","121189256","49","0","90","85","80","83","10","0","8","11"
"die first","Nessa Barrett","1","767","0","131746175","25","0","183","44","44","67","7","0","12","13"
"Afraid To Feel","LF System","1","5898","5","244790012","129","0","128","58","68","91","2","0","27","11"
"Baile no Morro","Mc Vitin Da Igrejinha, MC Tairon, DJ Win","3","685","2","129314708","17","0","130","71","78","40","46","0","7","45"
"c��mo dormi","Rels B","1","1452","35","331511413","16","0","126","63","56","43","24","0","12","23"
"Bad Decisions (with BTS & Snoop Dogg)","Snoop Dogg, BTS, Benny Blanco","3","1456","0","219196651","53","0","120","77","94","87","2","0","23","12"
"STAYING ALIVE (feat. Drake & Lil Baby)","Drake, DJ Khaled, Lil Baby","3","2107","0","170732845","51","0","130","72","18","46","7","0","28","8"
"Caile","Luar La L","1","1494","2","273914335","17","0","122","70","46","76","30","0","9","45"
"Si Te La Encuentras Por Ah�","Feid","1","1379","4","179061440","23","0","172","74","46","58","15","0","13","8"
"GIVENCHY","Duki","1","625","4","185236961","13","0","103","61","38","62","14","0","23","40"
"ALIEN SUPERSTAR","Beyonc�","1","2688","0","171788484","39","0","122","55","46","64","0","0","17","10"
"Mary On A Cross","Ghost","1","2668","2","387080183","38","0","130","47","56","90","0","0","10","4"
"Attention","NewJeans","1","799","12","264717480","14","0","105","81","70","65","24","0","8","4"
"THE SHADE","Rex Orange County","1","1189","6","244928911","17","0","120","90","73","51","39","0","9","6"
"Come Back Home - From ""Purple Hearts""","Sofia Carson","1","367","0","97610446","28","0","145","56","43","53","24","0","12","4"
"El Rescate","Grupo Marca Registrada, Junior H","2","527","4","287278853","10","1","99","79","64","59","28","0","11","14"
"Heartless","Kanye West","1","17504","34","887906111","63","0","88","79","66","65","5","0","25","14"
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake","4","3113","0","123473120","54","1","126","81","90","73","28","0","29","4"
"Siempre Pendientes","Peso Pluma, Luis R Conriquez","2","685","5","295152154","15","2","136","77","71","75","33","1","13","4"
"JGL","Luis R Conriquez, La Adictiva","2","782","9","323455692","15","1","113","70","97","59","55","0","27","12"
"Don't You Worry","David Guetta, Shakira, Black Eyed Peas","3","2442","0","240918092","81","1","132","82","49","88","20","0","21","3"
"Pipoco","Melody, Ana Castela, Dj Chris No Beat","3","1112","4","191873381","22","1","135","77","74","74","47","0","34","8"
"Hold Me Closer","Elton John, Britney Spears","2","4967","0","284216603","165","4","126","67","49","77","11","0","19","11"
"Forget Me","Lewis Capaldi","1","2520","4","239411309","93","9","102","67","72","74","30","0","36","4"
"After LIKE","IVE","1","767","12","265548837","20","0","125","68","80","92","10","0","9","12"
"Bound 2","Kanye West","1","19806","7","703301727","33","0","149","37","28","66","14","0","9","5"
"B.O.T.A. (Baddest Of Them All) - Edit","Interplanetary Criminal, Eliza Rose","2","5153","6","244585109","102","12","137","74","71","89","24","61","15","5"
"Talk that Talk","TWICE","1","615","0","189476119","14","1","120","77","78","91","14","0","33","12"
"BILLIE EILISH.","Armani White","1","2537","0","277132266","49","11","100","90","75","50","11","0","9","26"
"Ferxxo 100","Feid","1","1647","30","278920007","20","2","164","70","58","57","25","0","15","7"
"KU LO SA - A COLORS SHOW","Oxlade","1","2019","8","222410722","117","1","93","65","79","66","31","0","22","7"
"Prohibidox","Feid","1","1473","12","185392587","25","1","180","65","52","80","5","0","6","25"
"Static","Steve Lacy","1","1613","0","202452860","21","0","79","34","22","31","43","63","10","7"
"The Scientist","Coldplay","1","30992","6","1608164312","124","1","146","56","21","44","73","0","11","2"
"Sparks","Coldplay","1","10826","4","624101957","24","0","103","37","17","27","75","5","10","3"
"Talk","YEAT","1","920","0","148461629","10","0","140","70","26","76","8","0","54","23"
"XQ Te Pones As�","Yandel, Feid","2","308","0","47093942","6","0","92","81","48","70","13","0","15","7"
"Selfish","PnB Rock","1","2468","0","380319238","15","0","102","64","4","60","11","0","19","4"
"Sin Se��","Ovy On The Drums, Quevedo","2","1097","2","209106362","18","1","118","82","75","85","33","1","11","4"
"Lady Mi Amor","Feid","1","330","0","53987404","3","0","93","78","75","62","6","0","15","6"
"Poland","Lil Yachty","1","1584","0","115331792","38","0","150","70","26","56","14","83","11","5"
"THE LONELIEST","M��ne","1","1585","5","225093344","78","1","130","52","24","60","0","0","8","3"
"Bye Bye","Marshmello, Juice WRLD","2","766","0","84697729","16","0","83","65","24","53","6","0","51","4"
"BABY OTAKU","Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla","4","836","0","159240673","14","0","102","84","43","75","5","0","6","8"
"Nxde","(G)I-DLE","1","430","6","170709584","14","0","136","73","65","91","4","0","48","18"
"Miss You","Southstar","1","2020","0","154356956","77","0","145","66","24","58","17","0","19","5"
"we fell in love in october","girl in red","1","6858","0","723043854","31","0","130","57","24","37","11","18","16","3"
"2 Be Loved (Am I Ready)","Lizzo","1","3682","6","247689123","41","2","156","72","92","77","9","0","8","11"
"Celestial","Ed Sheeran","1","1639","0","176474912","86","0","123","57","50","85","5","0","16","4"
"Typa Girl","BLACKPINK","1","452","10","235549288","2","0","132","92","53","62","7","0","63","10"
"I Really Want to Stay at Your House","Rosa Walton, Hallie Coggins","2","668","1","140430339","0","0","125","49","13","74","0","0","9","4"
"California Breeze","Lil Baby","1","991","0","85559365","36","0","162","74","22","67","0","0","11","46"
"Bamba (feat. Aitch & BIA)","Luciano, Aitch, B�","3","869","7","146223492","14","2","138","80","82","81","14","0","13","36"
"Casei Com a Putaria","MC Ryan SP, Love Funk, Mc Paiva ZS","3","648","4","187701588","0","0","161","59","62","60","12","0","5","44"
"Major Distribution","Drake, 21 Savage","2","1545","0","154863153","22","0","131","91","23","55","1","0","7","32"
"Pussy & Millions (feat. Travis Scott)","Drake, Travis Scott, 21 Savage","3","1930","0","191333656","24","0","122","75","45","63","6","0","35","12"
"Vigilante Shit","Taylor Swift","1","1948","0","253650850","12","0","80","80","16","28","17","0","12","39"
"Question...?","Taylor Swift","1","1608","0","223064273","10","0","109","75","11","50","20","0","30","17"
"On BS","Drake, 21 Savage","2","1338","0","170413877","9","0","158","84","33","36","2","0","39","59"
"Mastermind","Taylor Swift","1","1936","0","218320587","7","0","126","66","12","35","55","0","9","14"
"Circo Loco","Drake, 21 Savage","2","1794","0","141720999","26","0","104","73","25","61","1","0","32","7"
"Labyrinth","Taylor Swift","1","1597","0","187339835","6","0","110","48","15","31","80","22","12","4"
"Spin Bout U","Drake, 21 Savage","2","1652","2","198365537","26","0","130","77","20","70","1","0","16","5"
"Sweet Nothing","Taylor Swift","1","1747","0","186104310","9","0","177","34","39","16","97","0","12","5"
"Would've, Could've, Should've","Taylor Swift","1","1715","0","177503916","4","0","158","48","55","84","43","0","15","12"
"Con La Brisa","Ludwig Goransson, Foudeqush","2","486","0","71095708","8","0","114","62","25","44","51","33","14","3"
"Privileged Rappers","Drake, 21 Savage","2","1007","0","112436403","6","0","144","93","62","61","0","0","12","20"
"The Astronaut","Jin","1","481","9","203436468","10","1","125","54","22","76","0","0","14","3"
"BackOutsideBoyz","Drake","1","1045","0","93367537","8","0","142","85","40","43","4","0","39","32"
"Broke Boys","Drake, 21 Savage","2","1060","0","106249219","3","0","120","64","11","53","1","0","25","27"
"The Great War","Taylor Swift","1","1274","0","181382590","1","0","96","57","55","74","22","0","8","4"
"My Mind & Me","Selena Gomez","1","953","0","91473363","61","1","144","60","24","39","57","0","8","3"
"Bigger Than The Whole Sky","Taylor Swift","1","1180","0","121871870","4","0","166","42","7","24","83","1","12","6"
"A Veces (feat. Feid)","Feid, Paulo Londra","2","573","0","73513683","2","0","92","80","81","67","4","0","8","6"
"En La De Ella","Feid, Sech, Jhayco","3","1320","0","133895612","29","0","97","82","67","77","8","0","12","5"
"Alone","Burna Boy","1","782","2","96007391","27","1","90","61","32","67","15","0","11","5"
